"","rRichness","cv","varrat","AvgPlotRich","Evenness","Jaccard","Turnover","Npatches","growrt","competition","env_var","disp","patch_het","autocorr","sp_mean_synchrony","jacc.tu","jacc.ne"
"1",0.803936493922147,0.166438203525339,2.47475346501845,91.765639589169,0.85717603820392,0.990437857856022,0.00192894427878863,42,0.176143311,0.000729824,0.319178615,0.015053972,0.292828301,0.403030552,0.633847084110711,0.997809819263606,0.992628038592416
"2",0.703084464555053,0.00673355014490888,0.387902735399879,36.9828431372549,0.895820364812406,1,7.99086757990868e-05,24,0.159844456,0.02371828,0.057876402,0.059487926,0.354730046,0.298620738,0.0995639104262055,1,1
"3",0.604615814193253,0.12627019212471,3.16057429511962,66.6588235294118,0.889789500134774,1,0.0185203582521508,80,0.222173931,0.03187933,0.423653702,0.236233243,0.018867272,0.183213576,0.494538307021471,1,1
"4",0.856731334078321,0.261228223642252,4.86904199794794,64.8627450980392,0.884868196564253,0.984732805786719,0.0249677903313224,39,0.21915923,0.01727452,0.492192965,0.365688924,0.234092915,0.520875384,0.729972554750657,0.995215002402518,0.9895178033842
"5",0.478609224685349,0.147043042817984,2.74113707912361,68.5806228373702,0.895658351462751,1,0.0120192990792583,85,0.006600015,0.041625029,0.157979915,0.146210744,0.268814674,0.222699484,0.400380802339251,1,1
"6",0.00860480451636875,0.0627620413215327,1.2453862312728,32.3586497890295,0.886010613110244,1,0.00169881131028873,79,0.222313997,0.026280681,0.150002447,0.048021289,0.207943131,0.007685799,0.356197361194852,1,1
"7",0.351427072596934,0.141626032588795,5.36249001956169,115.243005067195,0.909320052737115,1,0.00374307851252326,89,0.176005107,0.000397079,0.490932859,0.370967838,0.320349429,0.373613564,0.540745670705582,1,1
"8",0.0142993298585257,0.0167692313877513,1.81714091248418,110.117156862745,0.889021665642182,1,0.00458924153751903,80,0.034570846,0.000716733,0.073527792,0.496925545,0.382384353,0.686504485,0.239928312588713,1,1
"9",0.785726630923863,0.274086647653952,1.70938199997079,26.1704728950404,0.885765537550063,0.988644167344357,0.0167732724501535,85,0.166677642,0.00427603,0.412098338,0.205534275,0.431835555,0.732864896,0.677442242805633,0.999089635854342,0.989554531490015
"10",0.042496955848529,0.07245294923228,2.03046941586359,44.1737346101231,0.91290198523828,1,0.00919705273384627,43,0.221531476,0.014664904,0.161056315,0.426419986,0.447322953,0.69491369,0.402682172386016,1,1
"11",0.0145560583207642,0.0157069194487732,0.88933275249402,87.0862745098039,0.898488614587232,1,0.0231176985804501,10,0.194987522,0.026253635,0.05947673,0.478012236,0.109393553,0.270033835,0.044116862581696,1,1
"12",0.00731313578062804,0.0288595845467272,0.380064592480336,44.9521843825249,0.799373243282119,0.993598125749156,0.000834356970063542,57,0.098818664,0.007394267,0.164455822,0.013936253,0.455955264,0.618210425,0.478238570019372,1,0.993598125749156
"13",0.173883094725911,0.137506888898114,4.00497314369292,113.044358727097,0.887403985044483,0.999717354437535,0.0053688335874472,61,0.014801425,0.012034486,0.400018903,0.132389567,0.207887854,0.082946365,0.54723147707532,1,0.999717354437535
"14",-0.0207843137254902,0.0217076325360323,0.746019316817581,38.719298245614,0.888502627087514,1,0.0138960069026256,19,0.182086093,0.013214394,0.08685049,0.499163284,0.021558141,0.504113009,0.231620153569184,1,1
"15",0.000450385527784909,0.0304549312351394,0.473962942395591,50.0056022408964,0.844605972260522,1,0.0182479064990631,77,0.009547865,0.041343736,0.140926893,0.445705186,0.490693527,0.478519391,0.228779184482999,1,1
"16",0.222825944480356,0.0962560781060861,2.82086984928821,98.5061274509804,0.886567157989471,1,0.00886659140561261,64,0.189282984,0.014701927,0.326268026,0.281691325,0.250748284,0.430166786,0.467881221577863,1,1
"17",0.234591998150104,0.0896783569435002,1.77730401567288,51.1461251167133,0.840997575385553,0.992415332958361,0.00356287786651124,42,0.080858316,0.026972021,0.201305637,0.063405964,0.021891354,0.63625367,0.557394765395964,0.998580461995096,0.993834870963265
"18",-0.0029031723324963,0.0784090758757978,2.56262272740146,33.3219198127012,0.852660628559285,0.984560771391324,0.00142881280216413,67,0.00200761,0.036335603,0.079086441,0.047762349,0.084291139,0.35754643,0.266777167702484,0.997673967823222,0.986886803568103
"19",0.00130409560273814,0.0181845716132693,1.8326308205234,84.3039215686274,0.909258932480881,1,0.00333515707267496,40,0.153759783,0.008058235,0.064802098,0.23610005,0.195248086,0.074095621,0.170494421418703,1,1
"20",0.420907629323919,0.159890850650072,4.22707694136339,71.2905982905983,0.921112168214976,1,0.00836656769966161,78,0.195885204,0.00152822,0.415814973,0.290007644,0.405624841,0.414363377,0.549072365198159,1,1
"21",0.472602564102564,0.133854113332382,3.17311436707566,106.797794117647,0.895082313695811,0.998913043478261,0.0243843155273493,16,0.014732294,0.040826748,0.450322588,0.304223594,0.20365021,0.034179747,0.460131199012531,1,0.998913043478261
"22",0.291764996171808,0.176211365643152,4.40844080527601,38.9364435429344,0.861396643287936,0.978417620726604,0.0103848382625268,87,0.146136571,0.023223594,0.283153412,0.487968201,0.149904379,0.723508613,0.653850361928723,0.994526896095311,0.983890724631293
"23",0.086304444854865,0.113005094837433,5.4376262919709,91.2224889955982,0.910010100420621,0.995867164069929,0.00106196348936049,49,0.233448624,0.010235889,0.261464886,0.019798896,0.284651948,0.338242036,0.599991034442046,0.999433106575964,0.996434057493965
"24",0.851737145663274,0.291448503293286,4.52308811024522,58.7574099407205,0.867421546505468,0.992041732237571,0.036483537604723,43,0.215645035,0.04982205,0.254804543,0.436898668,0.489297189,0.484047915,0.617786132707242,0.998656330749354,0.993385401488217
"25",0.011087796807469,0.0515104140962345,1.41315019228415,30.8687127024723,0.799380550802326,1,0.0108229701017083,69,0.123215874,0.036510895,0.335753496,0.294762408,0.010283007,0.216147634,0.549179248990385,1,1
"26",0.189362628295485,0.0818877584955204,2.38172970587497,81.9461615154536,0.883841858646043,1,0.00864149768924924,59,0.005051078,0.009473471,0.274882475,0.296524724,0.313943089,0.047315977,0.530800414772615,1,1
"27",0.384923678698314,0.260989396116551,1.10446378475931,38.1236146632566,0.676035720958259,1,0.00772902499989276,69,0.248798515,0.015899377,0.458772425,0.242218036,0.114212667,0.229532534,0.646019060837322,1,1
