"","rRichness","cv","varrat","AvgPlotRich","Evenness","Jaccard","Turnover","Npatches","growrt","competition","env_var","disp","patch_het","autocorr","sp_mean_synchrony"
"1",0.532468296887235,0.167873541359661,3.91915136110383,92.93837535014,0.923862114766981,0.993647482527457,0.00105601638623295,42,0.176143311,0.000729824,0.319178615,0.015053972,0.292828301,0.403030552,0.650550455766931
"2",0.113534658010361,0.00931155864908143,0.194717410914569,36.8259803921569,0.867194368285396,1,0.000470930606469869,24,0.159844456,0.02371828,0.057876402,0.059487926,0.354730046,0.298620738,0.184321615544443
"3",0.774367919124807,0.421770396224815,5.17095436923854,60.368137254902,0.865262142816127,0.998917022780494,0.0211778261185048,80,0.222173931,0.03187933,0.423653702,0.236233243,0.018867272,0.183213576,0.644662957013671
"4",0.79095425650796,0.219269215105902,3.55900497378455,68.7868275515334,0.880610018980048,1,0.0221510781332272,39,0.21915923,0.01727452,0.492192965,0.365688924,0.234092915,0.520875384,0.615183242831152
"5",0.241475417316248,0.0550787694487709,0.94122046698195,69.4438292964245,0.903225030089406,0.999363032884387,0.00989960555201697,85,0.006600015,0.041625029,0.157979915,0.146210744,0.268814674,0.222699484,0.332766418337695
"6",0.0152022687586007,0.0515813597567271,1.41572163135649,32.6063539339787,0.871513924429355,1,0.00144785799999119,79,0.222313997,0.026280681,0.150002447,0.048021289,0.207943131,0.007685799,0.407064605321766
"7",0.92665786955939,0.344225731111095,9.86649999085142,108.052875082617,0.899458863974411,1,0.00869751349517212,89,0.176005107,0.000397079,0.490932859,0.370967838,0.320349429,0.373613564,0.633001518906024
"8",-0.0024033163411421,0.0166347109624688,0.877783863572435,110.384803921569,0.915790105704166,1,0.0033439000390626,80,0.034570846,0.000716733,0.073527792,0.496925545,0.382384353,0.686504485,0.298666864730768
"9",0.773463274902721,0.560694068992631,1.2334287998316,30.6313725490196,0.586784383574996,1,0.00731343585569586,85,0.166677642,0.00427603,0.412098338,0.205534275,0.431835555,0.732864896,0.630602651455825
"10",0.00839634601604506,0.0405150000196534,0.63909446112896,42.9607843137255,0.860888605933663,1,0.0168285986495352,43,0.221531476,0.014664904,0.161056315,0.426419986,0.447322953,0.69491369,0.429011434075025
"11",-0.0168768225238813,0.0201669724804623,1.02015892554124,88.4686274509804,0.855728795331976,1,0.0168277119718119,10,0.194987522,0.026253635,0.05947673,0.478012236,0.109393553,0.270033835,0.0267098869313566
"12",0.33049053629549,0.0515939202604771,1.11079353041303,43.6522187822497,0.890700187296535,0.984179913441927,0.000975503553082105,57,0.098818664,0.007394267,0.164455822,0.013936253,0.455955264,0.618210425,0.426717929389868
"13",0.577589694137428,0.162025696815059,5.33194688373501,110.122790099646,0.869528322528519,0.99327868852459,0.0128590282056036,61,0.014801425,0.012034486,0.400018903,0.132389567,0.207887854,0.082946365,0.54877514666638
"14",0.0278796538858458,0.0354265777265705,1.70136623260682,39.0701754385965,0.85418605152796,1,0.0124804493995896,19,0.182086093,0.013214394,0.08685049,0.499163284,0.021558141,0.504113009,0.182976617428558
"15",0.0154704737986472,0.100700932038436,2.36348725413058,50.3374076903489,0.885446537590327,1,0.013697214424071,77,0.009547865,0.041343736,0.140926893,0.445705186,0.490693527,0.478519391,0.304065979374816
"16",0.275102528190763,0.150900096683877,5.19421933378606,99.8857230392157,0.920307966545804,1,0.00692181298388858,64,0.189282984,0.014701927,0.326268026,0.281691325,0.250748284,0.430166786,0.536390387610636
"17",0.0766229944135253,0.118323057121787,3.29863248176431,51.8982259570495,0.891825522650361,0.999118165784832,0.00341046152730398,42,0.080858316,0.026972021,0.201305637,0.063405964,0.021891354,0.63625367,0.555878152445315
"18",-0.00554266921255508,0.0243956486015888,0.693030534852901,34.4486391571554,0.899215778798401,0.999147121535181,0.00139102248124872,67,0.00200761,0.036335603,0.079086441,0.047762349,0.084291139,0.35754643,0.344593007512799
"19",0.0255693235874231,0.00814788113979069,0.29402389534155,84.6093137254902,0.87437986288841,1,0.00215975266790337,40,0.153759783,0.008058235,0.064802098,0.23610005,0.195248086,0.074095621,0.188165046525268
"20",0.125548478670651,0.170359376610247,3.6320178735341,72.8974358974359,0.906424361616836,1,0.00611353832657931,78,0.195885204,0.00152822,0.415814973,0.290007644,0.405624841,0.414363377,0.553823318819666
"21",0.220865007541478,0.12389898028352,2.53260810125622,95.4938725490196,0.887029148720965,0.998809523809524,0.0279606023557989,16,0.014732294,0.040826748,0.450322588,0.304223594,0.20365021,0.034179747,0.42856579073935
"22",0.721524527644628,0.255464269610495,3.65202789672222,42.0899256254226,0.837701988007301,1,0.0146224285747374,87,0.146136571,0.023223594,0.283153412,0.487968201,0.149904379,0.723508613,0.664221463081076
"23",0.0941235725059254,0.136611173969302,2.23249813194758,89.3805522208884,0.864357766412511,0.989094258554287,0.00164082465720822,49,0.233448624,0.010235889,0.261464886,0.019798896,0.284651948,0.338242036,0.53154719953313
"24",0.0177708292619373,0.0839595869235662,3.68421469150072,74.9325125398997,0.900961462089834,1,0.0304300339944072,43,0.215645035,0.04982205,0.254804543,0.436898668,0.489297189,0.484047915,0.211753375038028
"25",0.329368637480568,0.0836543080364455,0.530049125209139,30.3054845126456,0.760278439908088,1,0.0106324983925162,69,0.123215874,0.036510895,0.335753496,0.294762408,0.010283007,0.216147634,0.444436625149396
"26",0.737868775877726,0.130448701625885,2.40003449235731,80.448321701562,0.871348751158277,1,0.00981972442008267,59,0.005051078,0.009473471,0.274882475,0.296524724,0.313943089,0.047315977,0.533830516082552
"27",0.290665231664179,0.168622244163886,1.60740414096579,37.8084683148622,0.841865427759123,0.997296903915331,0.0164771824152931,69,0.248798515,0.015899377,0.458772425,0.242218036,0.114212667,0.229532534,0.628659899005041
"28",0.257754147812971,0.220400239282413,2.30087179679276,60.1335784313725,0.819447950443907,1,0.00993750336107082,16,0.181799515,0.02736064,0.389516925,0.289370475,0.386563146,0.44962885,0.43693604339999
"29",0.239148296005669,0.0564768266144796,1.44461661745105,49.7170111287758,0.883177847972427,1,0.0108928703553725,74,0.123499079,0.025853077,0.241286926,0.472852413,0.322287779,0.187345571,0.341685675998008
"30",0.81035294117647,0.114201714463186,0.91917343128264,48.5403921568627,0.886839993687382,0.998545454545455,0.0138180344398116,25,0.178382063,0.038355401,0.401277961,0.228154021,0.359877139,0.46947198,0.609182309081396
"31",0.0221862348178138,0.0761784381818648,2.29910656126604,52.7626418988648,0.834591733789092,1,0.00696717463430917,19,0.19075487,0.005827615,0.173313242,0.415474991,0.015466061,0.429696456,0.468335457811534
"32",0.506174205833822,0.218665156346138,7.34015441350129,103.47191011236,0.895046377697291,1,0.0239762199094489,89,0.127858748,0.018307956,0.489876895,0.316940005,0.051417106,0.04999984,0.520196052457856
"33",0.318182379689845,0.261343490264271,5.23024525398628,54.8443821973234,0.925108530585851,1,0.00531469787458607,63,0.220397125,0.00762749,0.300598849,0.166539046,0.362893125,0.734674821,0.625084620115551
"34",0.0177238724273829,0.0725626268813766,1.123489409824,32.7426470588235,0.827375972674401,1,0.00224478875853603,32,0.101170776,0.009533765,0.280125969,0.106674536,0.458142378,0.12263407,0.40247165126751
"35",0.436121951219512,0.256658103302173,4.66779797484025,76.6197991391679,0.845771116319029,0.992869294288554,0.0413335228985906,41,0.24198943,0.045077705,0.386094733,0.464752944,0.391745712,0.527311902,0.418095728409494
"36",0.690003422183353,0.192438464528071,3.14095854043437,69.5859943977591,0.887876416269779,0.971247606896905,0.00962624163745692,35,0.115534386,0.044227961,0.295520221,0.042300914,0.480779036,0.642132515,0.453887711977216
"37",0.0777533911596839,0.0353635733484258,2.40942581203337,68.3871409028728,0.84133921665021,1,0.00834040293229505,43,0.027994522,0.005487272,0.101579579,0.4862104,0.365481842,0.674967758,0.212584711298931
"38",0.0950864191830578,0.0641637817324954,0.964950477195977,28.5554221688675,0.9091952544895,0.970918297532478,0.00081459086307305,49,0.055487815,0.0293806,0.14238563,0.006478458,0.381155346,0.383323722,0.518758547094156
"39",0.763076108056405,0.472006673021061,3.02736954457356,29.071018651363,0.890449792165914,0.993977717554953,0.0181319193746207,82,0.095773065,0.049166126,0.301360669,0.102140552,0.35461486,0.716293266,0.67137901726084
"40",0.204236386862437,0.0715225207045273,2.30270569122779,104.302921168467,0.910026840413529,0.992584831551668,0.0139541109353928,49,0.121871866,0.03372547,0.256597391,0.211613105,0.02017673,0.02283571,0.362607623672158
"41",0.273307990184258,0.214636027315056,4.57388525705134,97.1283422459893,0.894649700099892,0.993558008331228,0.0406424893496208,88,0.194207216,0.045223449,0.427199069,0.319214988,0.356823468,0.00611136,0.413136457375773
"42",0.184397750380127,0.180418733586314,2.53202617429241,61.737556561086,0.891573436310299,0.997722672064777,0.00411672107440089,39,0.120147121,0.016882857,0.340017876,0.046040975,0.466930835,0.261411644,0.54075566386758
"43",0.876394908840729,0.269769166475972,5.24230789437436,85.5521155830753,0.890433547933445,0.989212892738215,0.0393860870315645,19,0.051218288,0.042207853,0.425699917,0.443711578,0.194015248,0.344582385,0.538920211646704
"44",0.0843465902408527,0.0878017378113647,2.14323549952998,35.8661650706794,0.921118992736599,1,0.0141191184132262,86,0.161819631,0.038565728,0.26241867,0.238913677,0.016903049,0.018848611,0.390688405538748
"45",0.214660633484163,0.150801036747333,2.42747994564236,60.2268907563025,0.891286010004984,0.98359068015318,0.00988886292871549,21,0.036760781,0.021705458,0.422891436,0.139483889,0.230202695,0.036763203,0.544670917113828
"46",-0.00133842468417927,0.0452242470365638,3.37219204806795,103.95173453997,0.911423604478885,0.994310963100314,0.00672449092257023,52,0.012363366,0.028957724,0.100485543,0.12486131,0.45818037,0.061724363,0.242982360967407
"47",0.0118683669271905,0.114288317905347,0.873680018430554,46.6898395721925,0.884099284065445,1,0.0046160898475064,11,0.017384062,0.009837043,0.262708022,0.475210821,0.31367027,0.364693015,0.408004096029127
