"","rRichness","cv","varrat","AvgPlotRich","Evenness","Jaccard","Turnover","Npatches","growrt","competition","env_var","disp","patch_het","autocorr","sp_mean_synchrony","jacc.tu","jacc.ne"
"2",0.26051282051282,0.274094142379557,0.710608077499404,9.93899782135076,0.901581797366179,1,0.00233918128654971,9,0.0992926435428672,0.287857172254007,0.318471966835205,0.172052331035957,0.0182604542933404,0.0932038372848183,0.754647561588738,1,1
"3",0.0594910709945255,0.0710495463979214,0.542086749960753,24.7462745098039,0.82621862171643,0.990103829759002,0.0253695913370774,100,0.0486775565077551,0.231601006176788,0.277734344243072,0.144221060536802,0.101661525317468,0.54013287514681,0.271973491530667,0.998674561709044,0.991429268049958
"4",0.0295399698340875,0.0982166757516347,1.07518788242973,31.9716775599129,0.773603002799279,0.874053827575971,0.0035683146636164,9,0.123898087767884,0.166546326305252,0.127450976334512,0.0094840026460588,0.0268181837163866,0.201123254082631,0.308450849948898,0.903069229823616,0.970984597752356
"6",0.440316614104849,0.0129480236449306,0.0219259563796015,3.17490196078431,0.738417731174642,0.88510101010101,0.00122857142857143,100,0.204848380119074,0.518745390989352,0.101313778827898,0.0109866652172059,0.0772535104770213,0.651405136857647,0.603531316178375,1,0.88510101010101
"7",1,0.0145651490733123,0.575336803290843,3,0.498184173777126,1,0,25,0.157665541861206,0.645083453098778,0.0643304128665477,0.165629360172898,0.411312229349278,0.691953276051208,0.252932428355958,1,1
"8",0.514810385692739,0.15527535973014,3.50168862585754,63.3311887254902,0.887955935142804,0.978023202603869,0.0318680456377547,64,0.169168220018037,0.119855900702532,0.255509351741057,0.172031676862389,0.0750815044157207,0.150072086777072,0.407497365593693,0.991061927697385,0.986961274906484
"9",0.203919054801408,0.17840279974025,1.10610636433816,33.2962962962963,0.819952796300429,0.868766321570491,0.00390091678900231,9,0.0731294814613648,0.0470638448023237,0.463606137584429,0.005439338600263,0.452168405870907,0.502246458898298,0.626603138731808,0.922166255077038,0.946600066493453
"11",0.0180643539467069,0.0401232134424007,0.865420823003146,38.3442265795207,0.848638007163708,0.972141706924316,0.00881268357412947,9,0.150460857432336,0.218637113634031,0.0785339819733054,0.0282548673916608,0.130772695294581,0.747705980495084,0.0950685486556241,0.992673107890499,0.979468599033816
"12",0.91343142841182,0.0143638165890555,0.192703808008041,7.99903171145001,0.710557633786359,1,4.93827160493827e-05,81,0.137325578602031,0.208189209108241,0.0769696908537298,0.0834188109729439,0.491497008712031,0.400635770580266,0.601601415423719,1,1
"13",1,0.163030680255207,1.70475186220388,5,0.780958733176768,1,0,36,0.0663234973326325,0.346652463893406,0.123982458678074,0.178945196513087,0.393282639794052,0.635199535929132,0.444078603511958,1,1
"14",0.0999362046813027,0.134290599810703,3.96332079815989,63.4524328249818,0.885068201591736,0.981052683983983,0.00545873045457476,81,0.0149893976049498,0.0290355628821999,0.361851765529718,0.0812220870051533,0.445439333794639,0.0970149538479745,0.402916830012018,0.994368164623506,0.986684519360478
"15",0.198917043740573,0.102332378820322,1.07448331944518,54.0073529411765,0.85712311166334,1,0.00656301691181562,16,0.0943546309717931,0.133199600153603,0.249475952540524,0.195214186608791,0.227549706120044,0.423611510137562,0.427144099739784,1,1
"16",0.0277663425061615,0.0191614824593887,1.04378695519096,43.3759531590414,0.896951731412417,0.994167193172744,0.00970740536814988,144,0.21644403639948,0.115086359961424,0.105795568099711,0.117394654732198,0.259348081774078,0.0346065344056115,0.124858974907633,0.999915543393804,0.994251649778939
"17",-0.00141572865637037,0.00858507865713307,0.434543134297108,54.4318586938908,0.812052036270575,0.971198819419165,0.0173203201227692,121,0.0566019050893374,0.0989690505084582,0.0631693339324556,0.106579478550702,0.288731645909138,0.185728605429176,0.0404394547111455,0.989613226968793,0.981585592450372
"18",0.51045976507153,0.371736040766703,0.906979439188735,9.14882352941176,0.855563452125472,1,0.0105880101271278,100,0.0466081699123606,0.339603276865091,0.40612115310505,0.140081763733178,0.353341540903784,0.372599384514615,0.678444614411997,1,1
