"","rRichness","cv","varrat","AvgPlotRich","Evenness","Jaccard","Turnover","Npatches","growrt","competition","env_var","disp","patch_het","autocorr","sp_mean_synchrony","jacc.tu","jacc.ne"
"1",0.274117901957268,0.216796176524291,1.57815911201852,11.9531590413943,0.864045359886471,0.996839698762776,0.0110673088353294,144,0.181226927787066,0.268253020592965,0.372242962184828,0.1484088933561,0.332514265319332,0.0424336537253112,0.601372627201342,1,0.996839698762776
"3",0.786766894493139,0.457489042396723,1.86096330648489,2.97167755991285,0.840436595079189,1,0.000861111111111111,144,0.217653876869008,0.357884519267827,0.456283249950502,0.00342815266922116,0.0474044982111081,0.0407108493964188,0.924478697506735,1,1
"11",0.0156209150326797,0.0426604788456126,0.32171757926083,9.880174291939,0.840719402074652,1,0.00520047395176394,9,0.0957191775669344,0.362050418858416,0.218553682730999,0.135285238875076,0.0929510301211849,0.432049536961131,0.530762694821518,1,1
"15",0.100194777570343,0.182747498391669,2.85412790942823,17.7442810457516,0.901352593921119,1,0.00372433986220751,144,0.146811580052599,0.271488212747499,0.180190631723963,0.156053321249783,0.202825857908465,0.136120430426672,0.545683236818487,1,1
"19",0.682034383553991,0.0701702711750508,1.55290868792312,10.9598160251755,0.844662882151209,1,0.000493827160493827,81,0.113731800869573,0.283951507415622,0.154049047234003,0.124606957379729,0.0645696232095361,0.335908384819049,0.386967556408733,1,1
"24",0.696015585721468,0.214660752542629,2.89062365394515,16.0980392156863,0.816503334724849,0.978835978835979,0.0222840904643187,9,0.23318300122628,0.278323047212325,0.405361983494367,0.169954066816717,0.178869470604695,0.568628146138508,0.483511285762409,0.997354497354497,0.981481481481482
"27",0.538959276018099,0.458238917679508,2.11545438973734,7.31852741096439,0.929465533878847,1,0.0107137488361978,49,0.0111969544086605,0.370461552287452,0.355971411289647,0.146666153846309,0.417329064104706,0.600353225483559,0.750428844614769,1,1
"36",0.256794512676866,0.451492666886829,2.04206211070422,14.0669934640523,0.797817945572226,0.989781746031746,0.0142007903056888,36,0.0365228924201801,0.428829106152989,0.446503539325204,0.0759326006285846,0.120147033128887,0.742603622667957,0.547802198465823,0.999603174603175,0.990178571428571
"45",0.725629434109826,0.021424592825702,0.339270982022989,11.9898329702251,0.708512046907495,1,0.000300590445517982,81,0.0432644146494567,0.292946060071699,0.222599697904661,0.0899672097992152,0.0627748578554019,0.15391720837215,0.459775173407788,1,1
"48",0.0383670904259139,0.0774870177611765,0.44411193655521,18.8624387254902,0.846831459233236,0.983772675736961,0.00992325197516854,64,0.237893446756061,0.316882536397316,0.254604730755091,0.0813225512392819,0.0989334450569004,0.444687452574726,0.487618388409613,0.999433106575964,0.984339569160998
"50",1,0.126520554937632,1.65253522620598,2,0.989271281635038,1,0,144,0.17798232572386,0.420489101903513,0.088237484858837,0.181822298001498,0.0828079961938784,0.464340808801353,0.813888528515225,1,1
"52",0.204955505279035,0.0836981081403122,0.43540417579045,20.5894607843137,0.831582505336799,0.957644927536232,0.0111734413549656,16,0.166658381815068,0.315361930057406,0.21461440816056,0.059618995571509,0.019125884398818,0.572747513826471,0.268902312470276,0.993333333333333,0.964311594202899
"58",0.297896402240294,0.66223590234983,1.72791429915282,13.8931100217865,0.770250641985087,0.912223952374881,0.0247880955963975,144,0.119540732819587,0.326970214373432,0.426548551337328,0.0633602060843259,0.452659831847996,0.0561221934040077,0.533648717362968,0.955643252611777,0.956580699763104
"59",0.17,0.480861742895178,1.14657203477872,1.99294117647059,0.996979574645859,1,0.00186666666666667,25,0.169410843285732,0.394102861639112,0.216808429569937,0.10836918791756,0.131880671833642,0.69574849808123,0.774425037707391,1,1
"61",0.121864515036784,0.185638126862241,3.21555467159367,10.1764705882353,0.841463738857565,0.989332096474954,0.00493937324303155,49,0.0713895108201541,0.481051138951443,0.264343445701525,0.143527400726452,0.478174895164557,0.0110516617423855,0.467355207081774,1,0.989332096474954
"70",0.304370601947072,0.188253196965299,1.43440584920543,12.8737254901961,0.783335889366433,0.998571428571429,0.0168454719835635,100,0.188557338376995,0.420003848499618,0.252594080765266,0.172966640954837,0.118341389927082,0.244944036123343,0.448376671373187,1,0.998571428571429
"74",0.0423896609926022,0.0530280716396003,0.40306467424847,27.4163602941176,0.872480929273702,0.978549762817004,0.00444514432454356,64,0.167371956864372,0.263788881711662,0.0755333766224794,0.0412725935690105,0.0120481903431937,0.700674020976294,0.225517225194363,0.999239417989418,0.979310344827586
"79",-0.0165052790346908,0.0629763346535319,0.444497494027826,25.9858823529412,0.874080401173854,0.94936114200964,0.00908154623726921,25,0.154277509020176,0.276801911531948,0.175236028409563,0.043953268090263,0.257996736560017,0.114877992658876,0.160040755153862,0.980084538375973,0.969276603633667
"80",1,0.257936782028527,1.52027028624083,5,0.754479231220585,1,0,100,0.052834888221696,0.516498362296261,0.173440237191971,0.152324094297364,0.195347829489037,0.424006710236426,0.611650078387898,1,1
"81",0.928203835380306,0.639147817192851,2.33866326932369,2.99346405228758,0.979465294029662,1,0.00177777777777778,36,0.139063101320062,0.399848816916347,0.483091224869713,0.151097704889253,0.11389195418451,0.204736213374417,0.954224759989466,1,1
"82",1,0.0651628512448496,0.796917651373464,14,0.923141044092413,1,0,25,0.0546412615804002,0.258678061538376,0.0794655501493253,0.0837030585389584,0.273262278060429,0.371574846678413,0.353828679163973,1,1
"85",0.731061597716009,0.258626215639285,1.29815082933478,10.2068014705882,0.883872688009484,0.908850697913198,0.00933108990883296,64,0.233599070983473,0.360383979510516,0.339068862237036,0.055814504949376,0.291078094625846,0.322096955962479,0.664900422079763,0.973991864616865,0.934858833296333
"86",0.00400974805876767,0.0592368716024961,1.33057587341798,25.0893246187364,0.900361752124039,0.970079618480002,0.00979095317441617,81,0.0719352911692113,0.329418836161494,0.0726943068904802,0.0693223592825234,0.137457399745472,0.373299430764746,0.156212127662378,0.988944332948164,0.981135285531837
"89",0.0297790346907994,0.0935860244868218,1.67799372956874,21.5012254901961,0.836242782140821,0.862675400217067,0.00382544939849786,16,0.00151736073894426,0.336694528581575,0.17001896109432,0.00652105193585157,0.157406731625088,0.271018164174166,0.309115609750917,0.911418148679018,0.951257251538049
"93",0.888926998491704,0.229426119041771,1.64364243003105,17.0062745098039,0.905194634378746,0.993030303030303,0.0102853697911033,25,0.0850857717450708,0.253168364753947,0.329336417058948,0.039709063898772,0.212852428783663,0.602691888052505,0.725605548946346,1,0.993030303030303
"94",0.220821886446886,0.383955653872589,2.45479702141614,12.3584558823529,0.921504497088659,1,0.0081489180275293,64,0.0933878460200503,0.506313127814792,0.256445676856674,0.121575573971495,0.205737160868011,0.176647767832037,0.513743087386453,1,1
"99",0.474452817770465,0.135747094940205,1.09327304276876,10.9627450980392,0.973655635526727,1,0.001108671679198,100,0.0575357366469689,0.291072753840126,0.273416449467186,0.0996776881627739,0.186135571217164,0.426114416099153,0.762092797597385,1,1
"101",0.0379487179487179,0.052410099572252,0.245454527196568,10.3703703703704,0.822579492363806,0.97979797979798,0.00204399888610415,9,0.130479732586537,0.448312299558893,0.0996125508798286,0.0197577973362058,0.08418812637683,0.236156755301636,0.451576945929887,1,0.97979797979798
"103",-0.00426334841628959,0.166817797409671,2.18597156010605,21.8470588235294,0.832280146354483,0.979466666666667,0.0130841891686201,25,0.238250633352436,0.376218618359417,0.160420775879174,0.0749526369385421,0.387366988230497,0.049279106722679,0.249457059001,0.996266666666667,0.9832
"105",0.98989536199095,0.14620935263695,0.326866974744057,2.99938725490196,0.99041794798645,1,0.000125,64,0.135156636126339,0.271877213381231,0.290996752399951,0.0698557562194765,0.164336576242931,0.631158689036965,0.77735529307089,1,1
"106",1,0.0483376999955063,0.0912345167441989,3,0.886377649799841,1,0,81,0.103003256372176,0.497302259551361,0.216318949160632,0.100777960242704,0.00711706525180489,0.565097972110379,0.525234176861628,1,1
"111",0.788206940844736,0.466041266706146,1.47354592228879,4.98934882595013,0.902730318043165,1,0.000438957475994513,81,0.182008000265341,0.362594152567908,0.21629245103104,0.031891908030957,0.0534830916440114,0.072351610113401,0.870852432824982,1,1
"114",0.433061983767866,0.0899767761818576,0.690564730344955,21.0876906318083,0.907144216469953,1,0.00524331507153849,36,0.0568962381803431,0.307660492369905,0.161996284185443,0.145699676685035,0.292766251834109,0.401600071520079,0.555502053502053,1,1
"116",0.161372234791352,0.30155965192477,3.87438945150874,21.8308823529412,0.739565761081061,0.816024736453939,0.0102707073109539,64,0.155756507941987,0.267841499531642,0.268635946139693,0.0221240066923201,0.195694423513487,0.403500946762506,0.476460924258385,0.862251962562778,0.953772773891161
"117",0.0199795542148483,0.0449056710355098,0.418208977628203,17.6422173807795,0.864206247016814,1,0.0248206929436702,81,0.135952928219922,0.469779389677569,0.154130183008965,0.16372218397446,0.386920827906579,0.549826697562821,0.188098034484271,1,1
