"","rRichness","cv","varrat","AvgPlotRich","Evenness","Jaccard","Turnover","Npatches","growrt","competition","env_var","disp","patch_het","autocorr","sp_mean_synchrony"
"1",0.864552004666782,0.122968775535768,4.04035472521351,79.5859010270775,0.892739555726521,0.989716594622048,0.00415445818325045,42,0.176143311080523,0.000729824113659561,0.319178615021519,0.0150539721362293,0.292828300734982,0.403030551911797,0.711904712123283
"2",0.0112246704701948,0.0164464961154137,1.07816940923563,36.6789215686275,0.860554011392569,1,0.00157988185373551,24,0.159844455600251,0.0237182798795402,0.0578764019068331,0.059487926075235,0.354730045888573,0.298620737507008,0.187717485786952
"3",0.852472850678733,0.37178028774391,2.10070326315637,64.0203431372549,0.864959824944374,0.997503034506676,0.0128392099025697,80,0.222173930727877,0.0318793302052654,0.423653702135198,0.236233242671005,0.0188672717195004,0.183213575568516,0.615420137049038
"4",0.871714144393354,0.261008506530144,5.56110041088952,67.6299648064354,0.849695860897539,1,0.0115491473189832,39,0.219159230240621,0.0172745203133672,0.492192964628339,0.365688923862763,0.234092914848588,0.520875384332612,0.583677166562928
"5",0.0440659087164277,0.0198188482760303,0.266685211624802,60.1275663206459,0.857726404397321,0.98573893018746,0.00869439141902137,85,0.00660001498181373,0.0416250288952142,0.157979915488977,0.146210743696429,0.268814673880115,0.222699484380428,0.247280148029486
"6",-0.00216604175937471,0.0451920552568217,1.27068126274674,30.0501365103003,0.891001001811577,0.976677751777282,0.00154478782575441,79,0.222313996928278,0.0262806811952032,0.150002447213046,0.0480212894035503,0.207943131448701,0.00768579851137474,0.399007979455118
"7",0.801027043016468,0.20529680205767,6.09357711041287,103.225380039656,0.896485032315633,0.994097876553406,0.0148628593547962,89,0.176005106710363,0.000397079193498939,0.490932858746964,0.370967837749049,0.320349429384805,0.373613564413972,0.625848016379489
"8",0.0311208832120969,0.00824203983112845,0.412687973138914,109.25931372549,0.908590046713638,1,0.00563259158804062,80,0.0345708461827599,0.000716732628643513,0.0735277918167412,0.496925545157865,0.382384352618828,0.686504485085607,0.11128485985648
"9",0.402025374855825,0.33877936047043,3.96794689753817,26.5243367935409,0.89411403224421,1,0.00583298725801884,85,0.166677642147988,0.00427603028947487,0.412098337919451,0.205534274922684,0.431835554656573,0.732864895777311,0.494649564188155
"10",0.142493448184283,0.0651385696872525,1.95478311246008,42.9088007295942,0.903151433829782,1,0.010800462287813,43,0.221531476068776,0.0146649044239894,0.161056315246969,0.426419986411929,0.447322953492403,0.694913689512759,0.327637961313799
"11",0.0576752136752137,0.0255692792050145,7.13832074221898,83.643137254902,0.87441089412355,1,0.0186415782127621,10,0.194987521856092,0.0262536349822767,0.0594767295522615,0.478012235602364,0.109393552760594,0.270033835375216,-0.0110444261620732
"12",0.0778366164279477,0.0348024193073835,0.485841739449875,41.3546611627107,0.893589509084023,0.991283232999442,0.00154407474363062,57,0.0988186635659076,0.00739426680374891,0.164455822180025,0.0139362532645464,0.455955264042132,0.618210425251164,0.438960267676658
"13",0.645158618302302,0.147460262994793,3.24651926584147,106.886210221794,0.88860788132337,0.988736210901538,0.0100314342466703,61,0.0148014253354631,0.0120344860712066,0.400018902856391,0.13238956744317,0.207887854077853,0.0829463648842648,0.595202130164215
"14",0.0529983329364134,0.0223466884895302,0.482896303670514,38.6078431372549,0.875414529806399,1,0.00597550529628092,19,0.182086092827376,0.0132143941591494,0.0868504897458479,0.499163284082897,0.0215581412194297,0.504113008850254,0.166013289014003
"15",0.229153725531434,0.0582559726713081,1.45053844362532,48.6962057550293,0.904714783795827,1,0.0162287724945802,77,0.00954786507645622,0.0413437361363322,0.140926892729476,0.445705185760744,0.490693526924588,0.478519390861038,0.285236073719703
"16",0.245128339797457,0.164931631094724,4.46198183924215,91.6737132352941,0.890818049858053,0.99075983044733,0.0115729322233404,64,0.189282983948942,0.0147019273368642,0.326268025895115,0.281691325246356,0.250748283811845,0.430166785838082,0.436039786741419
"17",0.0551283627897688,0.0544935428991493,2.43944495095993,48.9514472455649,0.894701377326268,0.984838212958729,0.00371395210713275,42,0.0808583163307048,0.0269720205920748,0.201305636868347,0.0634059642907232,0.0218913538847119,0.636253670090809,0.432893624599685
